Customer_ID,Rating,Review,Sentiment
"11,425",3,Diesel SockStyle Sneakers is okay. It does the job.,neutral
"11,426",4,Fila Vulc HighTop Skate Shoes is a great purchase. I'm really satisfied.,positive
"11,427",4,I absolutely love Reebok Zig Kinetica Running Sneakers! It's fantastic.,positive
"11,428",3,I'm so disappointed with Aeropostale LaceUp Combat Boots. It's not worth it.,negative
"11,429",4,I absolutely love Ralph Lauren Logo HighTop Sneakers! It's fantastic.,positive
"11,430",3,Avoid H&M Canvas SlipOns at all costs. It's a waste of money.,negative
"11,431",4,Columbia Sportswear Winter Boots is a great purchase. I'm really satisfied.,positive
"11,432",3,Givenchy Velvet Ballet Flats is okay. It does the job.,neutral
"11,433",3,I have mixed feelings about Gap Plaid Loafers.,neutral
"11,434",3,"Not bad, but not great either. New Balance Wide Width Running Shoes is average.",neutral
"11,435",4,Converse Chuck Taylor Street Mid Sneakers is a great purchase. I'm really satisfied.,positive
"11,436",1,American Eagle Outfitters Buckle Detail Booties is terrible. I regret buying it.,negative
"11,437",4,American Eagle Outfitters Suede Booties is a great purchase. I'm really satisfied.,positive
"11,438",5,I couldn't be happier with Embellished Loafer Mules.,positive
"11,439",3,I have mixed feelings about ASOS LaceUp Combat Boots.,neutral
"11,440",3,"Not bad, but not great either. Balenciaga Logo Pool Slides is average.",neutral
"11,441",3,I have mixed feelings about Patagonia Wading Boots.,neutral
"11,442",3,"Not bad, but not great either. Fendi Striped Slingback Sandals is average.",neutral
"11,443",3,"Not bad, but not great either. ASOS LaceUp Combat Boots is average.",neutral
"11,444",3,Avoid Nike SB Dunk Low Skate Shoes at all costs. It's a waste of money.,negative
"11,445",3,"Not bad, but not great either. Versace Baroque Print Loafers is average.",neutral
"11,446",3,Buckle Strap Combat Boots is okay. It does the job.,neutral
"11,447",3,"Not bad, but not great either. Diesel LaceUp Combat Boots is average.",neutral
"11,448",1,I'm so disappointed with American Eagle Outfitters HighTop Sneakers. It's not worth it.,negative
"11,449",2,I'm so disappointed with RuffleTrimmed Slingbacks. It's not worth it.,negative
"11,450",3,I had a bad experience with ASOS LaceUp Combat Boots. Don't buy it.,negative
"11,451",5,Highly recommended! Lululemon Yoga SlipOns exceeded my expectations.,positive
"11,452",3,"Not bad, but not great either. Steve Madden SlipOn Sneakers is average.",neutral
"11,453",4,Fendi SockStyle Sneaker Boots is a great purchase. I'm really satisfied.,positive
"11,454",1,I had a bad experience with Old Navy Jelly Ballet Flats. Don't buy it.,negative
"11,455",1,Avoid Gap SlipOn Espadrilles at all costs. It's a waste of money.,negative
"11,456",3,Columbia Trail Running Shoes is okay. It does the job.,neutral
"11,457",3,Guess Embossed Logo Loafers is okay. It does the job.,neutral
"11,458",5,I couldn't be happier with Oversized Sole Sneakers.,positive
"11,459",3,Adidas Campus Classic Shoes is okay. It does the job.,neutral
"11,460",4,I absolutely love Versace Logo Embossed Booties! It's fantastic.,positive
"11,461",3,"Not bad, but not great either. H&M Faux Leather Loafers is average.",neutral
"11,462",5,I absolutely love Michael Kors Embossed Leather Loafers! It's fantastic.,positive
"11,463",4,Zara Embossed Leather Pumps is a great purchase. I'm really satisfied.,positive
"11,464",5,I absolutely love Reebok Classic Leather Sneakers! It's fantastic.,positive
"11,465",3,RuffleTrimmed Slingbacks is okay. It does the job.,neutral
"11,466",5,I couldn't be happier with Tommy Hilfiger Suede Ankle Boots.,positive
"11,467",3,Burberry Leather Loafers is terrible. I regret buying it.,negative
"11,468",5,Zara Studded Booties is a great purchase. I'm really satisfied.,positive
"11,469",3,I have mixed feelings about Mesh Insert Sneakers.,neutral
"11,470",2,I had a bad experience with American Eagle Outfitters HighTop Sneakers. Don't buy it.,negative
"11,471",4,The North Face Winter Boots is a great purchase. I'm really satisfied.,positive
"11,472",4,I couldn't be happier with Michael Kors Block Heel Booties.,positive
"11,473",2,Avoid Zara LaceUp Combat Boots at all costs. It's a waste of money.,negative
"11,474",3,J.Crew Pointed Toe Slingbacks is okay. It does the job.,neutral
"11,475",3,Avoid Columbia Sportswear Insulated Winter Boots at all costs. It's a waste of money.,negative
"11,476",1,Avoid American Eagle Outfitters Suede Booties at all costs. It's a waste of money.,negative
"11,477",2,Avoid Vans Classic SlipOn Sneakers at all costs. It's a waste of money.,negative
"11,478",3,I have mixed feelings about Balenciaga Track 2 Sneakers.,neutral
"11,479",3,I have mixed feelings about Under Armour Soccer Cleats.,neutral
"11,480",3,Columbia Sportswear Waterproof Trail Shoes is okay. It does the job.,neutral
"11,481",3,Avoid Lululemon Knit Running Shoes at all costs. It's a waste of money.,negative
"11,482",3,I had a bad experience with New Balance Trail Running Sneakers. Don't buy it.,negative
"11,483",3,I have mixed feelings about Puma Suede Classic Sneakers.,neutral
"11,484",3,I have mixed feelings about Guess Logo HighTop Sneakers.,neutral
"11,485",3,Topshop Suede Ankle Boots is terrible. I regret buying it.,negative
"11,486",3,Timberland Euro Hiker Sneakers is okay. It does the job.,neutral
"11,487",5,I couldn't be happier with Buckle Strap Combat Boots.,positive
"11,488",3,Timberland Chukka Boots is okay. It does the job.,neutral
"11,489",4,I absolutely love Converse Jack Purcell LowTop Sneakers! It's fantastic.,positive
"11,490",4,I absolutely love Camo Print SlipOns! It's fantastic.,positive
"11,491",4,Michael Kors Suede Booties is a great purchase. I'm really satisfied.,positive
"11,492",5,Highly recommended! Banana Republic Patent Leather Pumps exceeded my expectations.,positive
"11,493",5,Highly recommended! Fendi Pequin Canvas SlipOns exceeded my expectations.,positive
"11,494",4,I couldn't be happier with Adidas NMD R1 Athletic Sneakers.,positive
"11,495",3,Diesel Platform Sandals is okay. It does the job.,neutral
"11,496",3,I had a bad experience with Zara Strappy Sandals. Don't buy it.,negative
"11,497",4,I couldn't be happier with Vans Platform Sneakers.,positive
"11,498",2,Diesel Distressed Denim Sneakers is terrible. I regret buying it.,negative
"11,499",5,Tommy Hilfiger Espadrille Wedges is a great purchase. I'm really satisfied.,positive
"11,500",4,Old Navy Slide Sandals is a great purchase. I'm really satisfied.,positive
"11,501",3,Vans Authentic Canvas Shoes is terrible. I regret buying it.,negative
"11,502",4,Patagonia Hiking Boots is a great purchase. I'm really satisfied.,positive
"11,503",4,I couldn't be happier with Under Armour Golf Shoes.,positive
"11,504",2,I had a bad experience with Columbia Sportswear Snow Boots. Don't buy it.,negative
"11,505",2,Avoid Adidas Ultraboost Running Shoes at all costs. It's a waste of money.,negative
"11,506",2,ASOS SockStyle Sneakers is terrible. I regret buying it.,negative
"11,507",3,Chanel Quilted Leather Boots is okay. It does the job.,neutral
"11,508",2,I had a bad experience with Adidas Stan Smith Tennis Shoes. Don't buy it.,negative
"11,509",5,Highly recommended! Gabbana Sicily Print Ballet Flats exceeded my expectations.,positive
"11,510",3,"Not bad, but not great either. ASOS Bow Detail Flats is average.",neutral
"11,511",3,Burberry Striped Sock Sneakers is okay. It does the job.,neutral
"11,512",4,I absolutely love Prada Logo HighTop Sneakers! It's fantastic.,positive
"11,513",1,Columbia Waterproof Hiking Boots is terrible. I regret buying it.,negative
"11,514",3,"Not bad, but not great either. Gucci Embroidered Velvet Mules is average.",neutral
"11,515",5,I absolutely love Vans Classic SlipOn Sneakers! It's fantastic.,positive
"11,516",5,American Eagle Outfitters HighTop Sneakers is a great purchase. I'm really satisfied.,positive
"11,517",3,"Not bad, but not great either. Logo Strap Slide Sandals is average.",neutral
"11,518",3,"Not bad, but not great either. Vans Classic SlipOn Sneakers is average.",neutral
"11,519",5,I couldn't be happier with The North Face Snow Sneakers.,positive
"11,520",3,The North Face Winter Boots is okay. It does the job.,neutral
"11,521",2,I had a bad experience with Minimalist Suede Loafers. Don't buy it.,negative
"11,522",1,Avoid Diesel LaceUp Combat Boots at all costs. It's a waste of money.,negative
"11,523",3,Steve Madden Logo HighTops is okay. It does the job.,neutral
"11,524",1,Topshop Suede Ankle Boots is terrible. I regret buying it.,negative
"11,525",1,I'm so disappointed with Studded Chelsea Boots. It's not worth it.,negative
"11,526",3,Avoid Fila Memory Foam Athletic Sneakers at all costs. It's a waste of money.,negative
"11,527",4,New Balance Velcro Strap Sneakers is a great purchase. I'm really satisfied.,positive
"11,528",2,I had a bad experience with Studded Combat Boots. Don't buy it.,negative
"11,529",4,Aeropostale Floral Print Sneakers is a great purchase. I'm really satisfied.,positive
"11,530",5,Highly recommended! Chanel PearlDetail Flats exceeded my expectations.,positive
"11,531",4,I couldn't be happier with Burberry Striped Sock Sneakers.,positive
"11,532",5,Highly recommended! J.Crew CapToe Pumps exceeded my expectations.,positive
"11,533",1,Avoid Gucci Leather Ankle Boots at all costs. It's a waste of money.,negative
"11,534",1,Avoid Dolce & Gabbana Patent Leather Booties at all costs. It's a waste of money.,negative
"11,535",3,I have mixed feelings about Uniqlo Slipper Mules.,neutral
"11,536",2,I had a bad experience with H&M Buckle Detail Booties. Don't buy it.,negative
"11,537",3,"Not bad, but not great either. VS Logo HighTop Sneakers is average.",neutral
"11,538",4,I couldn't be happier with H&M Sock Sneakers.,positive
"11,539",3,I'm so disappointed with Sock Boot Sneakers. It's not worth it.,negative
"11,540",3,Classic YSL Velvet Loafers is okay. It does the job.,neutral
"11,541",3,"Not bad, but not great either. Camo Print SlipOns is average.",neutral
"11,542",5,I couldn't be happier with Vans Leopard Print Sneakers.,positive
"11,543",2,I'm so disappointed with Columbia Sportswear Lightweight Hiking Shoes. It's not worth it.,negative
"11,544",5,Banana Republic Sock Booties is a great purchase. I'm really satisfied.,positive
"11,545",3,I have mixed feelings about Calvin Klein Chelsea Booties.,neutral
"11,546",3,Lululemon Yoga Mat Sandals is okay. It does the job.,neutral
"11,547",3,"Not bad, but not great either. Dolce & Gabbana Patent Leather Booties is average.",neutral
"11,548",4,Gucci CrystalEmbellished Ballerina Flats is a great purchase. I'm really satisfied.,positive
"11,549",3,"Not bad, but not great either. Under Armour Baseball Cleats is average.",neutral
"11,550",1,Gap LaceUp Booties is terrible. I regret buying it.,negative
"11,551",3,Fendi Leather Ankle Boots is okay. It does the job.,neutral
"11,552",3,ASOS High Heel Sandals is okay. It does the job.,neutral
"11,553",4,I absolutely love Dreamy Velvet Booties! It's fantastic.,positive
"11,554",2,I'm so disappointed with Nike Epic React Flyknit Running Shoes. It's not worth it.,negative
"11,555",3,I'm so disappointed with Prada Saffiano Leather Loafers. It's not worth it.,negative
"11,556",3,The North Face Waterproof Trail Shoes is okay. It does the job.,neutral
"11,557",4,Tommy Hilfiger Logo HighTop Sneakers is a great purchase. I'm really satisfied.,positive
"11,558",4,I absolutely love Gap Logo Slide Sandals! It's fantastic.,positive
"11,559",3,I have mixed feelings about Versace Platform Sneakers.,neutral
"11,560",2,I had a bad experience with Gap Classic Canvas Sneakers. Don't buy it.,negative
"11,561",3,YSL Python Print Booties is okay. It does the job.,neutral
"11,562",4,Nike SB Dunk Low Skate Shoes is a great purchase. I'm really satisfied.,positive
"11,563",3,I have mixed feelings about Embellished Loafer Mules.,neutral
"11,564",5,Highly recommended! Columbia Sportswear Winter Boots exceeded my expectations.,positive
"11,565",3,I had a bad experience with Converse Chuck 70s Vintage Canvas Shoes. Don't buy it.,negative
"11,566",3,"Not bad, but not great either. New Balance Velcro Strap Sneakers is average.",neutral
"11,567",3,I had a bad experience with Zara SlipOn Sneakers. Don't buy it.,negative
"11,568",5,Suede Fringe Booties is a great purchase. I'm really satisfied.,positive
"11,569",3,I have mixed feelings about Michael Kors Ankle Strap Sandals.,neutral
"11,570",4,Fila Vulc HighTop Skate Shoes is a great purchase. I'm really satisfied.,positive
"11,571",5,Givenchy G Logo Espadrilles is a great purchase. I'm really satisfied.,positive
"11,572",1,I'm so disappointed with Burberry Check Print Sneakers. It's not worth it.,negative
"11,573",4,Highly recommended! Platform Espadrille Wedges exceeded my expectations.,positive
"11,574",3,New Balance Velcro Strap Sneakers is okay. It does the job.,neutral
"11,575",5,I couldn't be happier with ASOS Platform Sandals.,positive
"11,576",5,I couldn't be happier with Columbia Insulated Winter Boots.,positive
"11,577",5,I absolutely love Studded Chelsea Boots! It's fantastic.,positive
"11,578",4,I absolutely love Fringe Detail Sandals! It's fantastic.,positive
"11,579",4,Highly recommended! New Balance Trail Running Sneakers exceeded my expectations.,positive
"11,580",3,Coach Studded Sandals is okay. It does the job.,neutral
"11,581",1,I'm so disappointed with Tommy Hilfiger Logo HighTop Sneakers. It's not worth it.,negative
"11,582",3,I had a bad experience with Burberry Canvas SlipOns. Don't buy it.,negative
"11,583",1,I'm so disappointed with Prada LaceUp Combat Boots. It's not worth it.,negative
"11,584",3,I have mixed feelings about American Eagle Outfitters Espadrille Wedges.,neutral
"11,585",5,I absolutely love Sequin SlipOn Sneakers! It's fantastic.,positive
"11,586",2,I had a bad experience with Reebok Zig Kinetica Running Sneakers. Don't buy it.,negative
"11,587",3,I have mixed feelings about Burberry Check Print Sneakers.,neutral
"11,588",2,Avoid Studded Combat Boots at all costs. It's a waste of money.,negative
"11,589",4,Highly recommended! Columbia Trail Running Shoes exceeded my expectations.,positive
"11,590",1,I had a bad experience with Topshop Logo SlipOns. Don't buy it.,negative
"11,591",2,Calvin Klein LaceUp Oxfords is terrible. I regret buying it.,negative
"11,592",4,I absolutely love Zara SlipOn Sneakers! It's fantastic.,positive
"11,593",3,I have mixed feelings about Levi's Logo HighTop Shoes.,neutral
"11,594",3,H&M Sock Sneakers is terrible. I regret buying it.,negative
"11,595",3,Breathable Mesh Sneakers is okay. It does the job.,neutral
"11,596",3,Converse Chuck 70s Vintage Canvas Shoes is okay. It does the job.,neutral
"11,597",4,I couldn't be happier with Puma Clyde Court Basketball Shoes.,positive
"11,598",3,Puma Vikky Ribbon P Sneakers is okay. It does the job.,neutral
"11,599",3,I have mixed feelings about RuffleTrimmed Slingbacks.,neutral
"11,600",5,I absolutely love McQueen Logo HighTops! It's fantastic.,positive
"11,601",3,"Not bad, but not great either. Diesel Zipper Detail Sneaker Boots is average.",neutral
"11,602",3,Lululemon Ballet Flats is okay. It does the job.,neutral
"11,603",5,Highly recommended! Columbia Sportswear WaterResistant Sneakers exceeded my expectations.,positive
"11,604",3,Balenciaga BB Logo Leather Flats is okay. It does the job.,neutral
"11,605",3,I have mixed feelings about Satin Bow Ballet Flats.,neutral
"11,606",3,Givenchy Shark Lock Booties is okay. It does the job.,neutral
"11,607",5,I couldn't be happier with Gap Plaid Loafers.,positive
"11,608",3,I have mixed feelings about Satin Bow Ballet Flats.,neutral
"11,609",4,Patagonia SlipOn Water Shoes is a great purchase. I'm really satisfied.,positive
"11,610",3,Timberland Field Boots is okay. It does the job.,neutral
"11,611",4,Highly recommended! Old Navy Thong Sandals exceeded my expectations.,positive
"11,612",3,I have mixed feelings about Puma Future Rider Running Sneakers.,neutral
"11,613",1,I had a bad experience with The North Face Snow Boots. Don't buy it.,negative
"11,614",5,I couldn't be happier with Timberland Boat Shoes.,positive
"11,615",3,"Not bad, but not great either. Coach Leather Ankle Boots is average.",neutral
"11,616",5,I absolutely love Converse Chuck Taylor All Star Platform! It's fantastic.,positive
"11,617",3,McQueen Logo HighTops is okay. It does the job.,neutral
"11,618",3,"Not bad, but not great either. Michael Kors HighTop Sneakers is average.",neutral
"11,619",2,I'm so disappointed with Fendi Zucca Print Pumps. It's not worth it.,negative
"11,620",3,I have mixed feelings about Prada Saffiano Leather Loafers.,neutral
"11,621",3,I have mixed feelings about Gap Bow Detail Ballet Flats.,neutral
"11,622",2,UltraLight Running Shoes is terrible. I regret buying it.,negative
"11,623",4,I absolutely love Nike Air Max 270 Running Shoes! It's fantastic.,positive
"11,624",2,I had a bad experience with The North Face ThermoBall Slippers. Don't buy it.,negative
"11,625",5,Fila Ray Tracer Running Shoes is a great purchase. I'm really satisfied.,positive
"11,626",5,I couldn't be happier with Burberry Plaid Ballet Flats.,positive
"11,627",3,Buckled Biker Booties is okay. It does the job.,neutral
"11,628",1,Puma Future Rider Running Sneakers is terrible. I regret buying it.,negative
"11,629",4,I absolutely love Givenchy Logo HighTop Sneakers! It's fantastic.,positive
"11,630",2,I had a bad experience with Fila Ray Tracer Running Shoes. Don't buy it.,negative
"11,631",3,Balenciaga Speed Sock Sneakers is okay. It does the job.,neutral
"11,632",5,Patagonia Trail Running Shoes is a great purchase. I'm really satisfied.,positive
"11,633",3,Avoid Victoria's Secret LaceUp Stilettos at all costs. It's a waste of money.,negative
"11,634",4,Burberry Quilted Ballerina Flats is a great purchase. I'm really satisfied.,positive
"11,635",3,I have mixed feelings about Vans Platform Sneakers.,neutral
"11,636",1,VS Logo HighTop Sneakers is terrible. I regret buying it.,negative
"11,637",3,Striped Espadrille Flats is terrible. I regret buying it.,negative
"11,638",4,I couldn't be happier with ASOS SlipOn Loafers.,positive
"11,639",2,Avoid Uniqlo FlipFlops at all costs. It's a waste of money.,negative
"11,640",3,I have mixed feelings about Converse Chuck Taylor All Star Platform.,neutral
"11,641",5,Diesel LaceUp Combat Boots is a great purchase. I'm really satisfied.,positive
"11,642",5,Ralph Lauren Penny Loafers is a great purchase. I'm really satisfied.,positive
"11,643",4,I couldn't be happier with Diesel Logo HighTop Sneakers.,positive
"11,644",2,Mesh Panel Sneaker Boots is terrible. I regret buying it.,negative
"11,645",1,I had a bad experience with Ralph Lauren Chelsea Booties. Don't buy it.,negative
"11,646",1,I had a bad experience with Fila Canvas LowTop Sneakers. Don't buy it.,negative
"11,647",3,"Not bad, but not great either. Aeropostale Floral Print Sneakers is average.",neutral
"11,648",5,I absolutely love Aeropostale Logo HighTop Sneakers! It's fantastic.,positive
"11,649",3,Timberland Classic Yellow Boots is okay. It does the job.,neutral
"11,650",5,Banana Republic Sock Booties is a great purchase. I'm really satisfied.,positive
"11,651",4,I couldn't be happier with Levi's Logo HighTop Shoes.,positive
"11,652",5,I absolutely love Vans Platform Sneakers! It's fantastic.,positive
"11,653",4,Tommy Hilfiger Logo HighTop Sneakers is a great purchase. I'm really satisfied.,positive
"11,654",1,I'm so disappointed with Chanel ChainEmbellished Loafers. It's not worth it.,negative
"11,655",3,"Not bad, but not great either. New Balance Trail Running Sneakers is average.",neutral
"11,656",3,I have mixed feelings about Snakeskin Print Heels.,neutral
"11,657",3,I'm so disappointed with Aeropostale Faux Leather Ankle Boots. It's not worth it.,negative
"11,658",5,I couldn't be happier with Guess Embellished SlipOns.,positive
"11,659",3,Prada Saffiano Leather Loafers is okay. It does the job.,neutral
"11,660",3,"Not bad, but not great either. Michael Kors Ankle Strap Sandals is average.",neutral
"11,661",4,I couldn't be happier with Patagonia Lightweight Sneakers.,positive
"11,662",4,Zara Strappy Sandals is a great purchase. I'm really satisfied.,positive
"11,663",4,J.Crew Leopard Print Sandals is a great purchase. I'm really satisfied.,positive
"11,664",3,"Not bad, but not great either. Logo Strap Slide Sandals is average.",neutral
"11,665",3,I had a bad experience with Angel Wing Embellished Sandals. Don't buy it.,negative
"11,666",4,I absolutely love Diesel Platform Sandals! It's fantastic.,positive
"11,667",3,I have mixed feelings about Adidas Gazelle Suede Sneakers.,neutral
"11,668",3,ASOS SockStyle Sneakers is terrible. I regret buying it.,negative
"11,669",2,Avoid Classic White Sneakers at all costs. It's a waste of money.,negative
"11,670",5,Highly recommended! Old Navy Slide Sandals exceeded my expectations.,positive
"11,671",1,Avoid Michael Kors Suede Booties at all costs. It's a waste of money.,negative
"11,672",3,I have mixed feelings about Gap Bow Detail Ballet Flats.,neutral
"11,673",5,YSL Chain Detail Pumps is a great purchase. I'm really satisfied.,positive
"11,674",1,I had a bad experience with ASOS Bow Detail Flats. Don't buy it.,negative
"11,675",3,I have mixed feelings about Converse Chuck 70s Vintage Canvas Shoes.,neutral
"11,676",3,I'm so disappointed with Timberland Boat Shoes. It's not worth it.,negative
"11,677",3,I'm so disappointed with J.Crew Bow Detail Ballet Flats. It's not worth it.,negative
"11,678",2,I'm so disappointed with Chanel CapToe Slingback Pumps. It's not worth it.,negative
"11,679",3,I had a bad experience with Transparent Heel Mules. Don't buy it.,negative
"11,680",2,Avoid J.Crew CapToe Pumps at all costs. It's a waste of money.,negative
"11,681",3,I have mixed feelings about Givenchy Velvet Ballet Flats.,neutral
"11,682",3,"Not bad, but not great either. Old Navy Jelly Ballet Flats is average.",neutral
"11,683",3,I have mixed feelings about Mango Bow Detail Pumps.,neutral
"11,684",5,I absolutely love Dolce & Gabbana Sicily! It's fantastic.,positive
"11,685",4,I couldn't be happier with Guess Stiletto Heel Booties.,positive
"11,686",4,I couldn't be happier with Mesh Panel Sneaker Boots.,positive
"11,687",3,Steve Madden Block Heel Sandals is okay. It does the job.,neutral
"11,688",3,Nike React Element 55 Sneakers is okay. It does the job.,neutral
"11,689",3,Versace Velvet SlipOns is terrible. I regret buying it.,negative
"11,690",3,Topshop Logo SlipOns is okay. It does the job.,neutral
"11,691",1,I had a bad experience with Chanel TwoTone Ballet Flats. Don't buy it.,negative
"11,692",2,Avoid H&M Buckle Detail Booties at all costs. It's a waste of money.,negative
"11,693",3,Guess PeepToe Slingbacks is okay. It does the job.,neutral
"11,694",4,Burberry Canvas SlipOns is a great purchase. I'm really satisfied.,positive
"11,695",3,Banana Republic Suede Ankle Boots is okay. It does the job.,neutral
"11,696",2,Avoid Patagonia Wading Boots at all costs. It's a waste of money.,negative
"11,697",1,Avoid Adidas Continental 80s Sneakers at all costs. It's a waste of money.,negative
"11,698",3,I'm so disappointed with Balmain Camouflage Sneakers. It's not worth it.,negative
"11,699",3,Avoid Dolce & Gabbana CrystalDetailed Sandals at all costs. It's a waste of money.,negative
"11,700",4,Angel Wing Embellished Sandals is a great purchase. I'm really satisfied.,positive
"11,701",5,Highly recommended! Clear Block Heel Booties exceeded my expectations.,positive
"11,702",3,I had a bad experience with Balmain Python Print Heels. Don't buy it.,negative
"11,703",4,I couldn't be happier with Adidas Swift Run Primeknit Sneakers.,positive
"11,704",5,I couldn't be happier with ASOS LaceUp Combat Boots.,positive
"11,705",1,I had a bad experience with Calvin Klein Leather Ankle Boots. Don't buy it.,negative
"11,706",3,"Not bad, but not great either. American Eagle Outfitters Logo Sneakers is average.",neutral
"11,707",1,I had a bad experience with Steve Madden Clear Heel Mules. Don't buy it.,negative
"11,708",2,I had a bad experience with Versace Studded Slingback Pumps. Don't buy it.,negative
"11,709",5,Highly recommended! Satin Bow Ballet Flats exceeded my expectations.,positive
"11,710",3,I have mixed feelings about Columbia Sportswear Trail Running Sneakers.,neutral
"11,711",4,I couldn't be happier with Banana Republic Sock Booties.,positive
"11,712",3,I have mixed feelings about Studded Western Booties.,neutral
"11,713",4,I couldn't be happier with Old Navy Striped Slipper Slides.,positive
"11,714",4,Classic YSL Velvet Loafers is a great purchase. I'm really satisfied.,positive
"11,715",3,"Not bad, but not great either. Patagonia Fishing Waders is average.",neutral
"11,716",3,"Not bad, but not great either. Balenciaga Knife Mules is average.",neutral
"11,717",3,Diesel LaceUp Combat Boots is terrible. I regret buying it.,negative
"11,718",3,SlipResistant Work Shoes is okay. It does the job.,neutral
"11,719",3,I have mixed feelings about Nike Epic React Flyknit Running Shoes.,neutral
"11,720",4,I couldn't be happier with Transparent Heel Mules.,positive
"11,721",3,Embellished Loafer Mules is okay. It does the job.,neutral
"11,722",5,Highly recommended! H&M Platform Sneakers exceeded my expectations.,positive
"11,723",5,I couldn't be happier with Zara High Heel Sandals.,positive
"11,724",3,Avoid Patagonia Fishing Waders at all costs. It's a waste of money.,negative
"11,725",3,"Not bad, but not great either. Aeropostale Floral Print Sneakers is average.",neutral
"11,726",3,I have mixed feelings about Uniqlo Logo HighTops.,neutral
"11,727",3,American Eagle Outfitters Leopard Print Sandals is okay. It does the job.,neutral
"11,728",5,I absolutely love CrocEmbossed Sneakers! It's fantastic.,positive
"11,729",3,I had a bad experience with Burberry Quilted Ballerina Flats. Don't buy it.,negative
"11,730",3,I have mixed feelings about Michael Kors Block Heel Booties.,neutral
"11,731",2,I had a bad experience with Michael Kors Ballet Flats. Don't buy it.,negative
"11,732",3,I have mixed feelings about Chanel CC Logo HighTop Sneakers.,neutral
"11,733",5,Highly recommended! Versace Platform Sneakers exceeded my expectations.,positive
"11,734",1,Suede Fringe Booties is terrible. I regret buying it.,negative
"11,735",5,Highly recommended! Columbia Waterproof Trail Shoes exceeded my expectations.,positive
"11,736",4,Highly recommended! Nike Air Max 270 Running Shoes exceeded my expectations.,positive
"11,737",1,I had a bad experience with Satin Wraparound Sandals. Don't buy it.,negative
"11,738",4,Steve Madden Suede Ankle Boots is a great purchase. I'm really satisfied.,positive
"11,739",1,I had a bad experience with Banana Republic Logo Sneakers. Don't buy it.,negative
"11,740",3,"Not bad, but not great either. Lululemon Logo Athletic Sneakers is average.",neutral
"11,741",4,I absolutely love Tommy Hilfiger Canvas SlipOns! It's fantastic.,positive
"11,742",2,Coach Suede Loafers is terrible. I regret buying it.,negative
"11,743",5,I absolutely love Gap Plaid Loafers! It's fantastic.,positive
"11,744",3,"Not bad, but not great either. The North Face Lightweight Hiking Shoes is average.",neutral
"11,745",4,I absolutely love Lululemon Knit Running Shoes! It's fantastic.,positive
"11,746",3,I have mixed feelings about ASOS LaceUp Combat Boots.,neutral
"11,747",3,I have mixed feelings about Versace Greek Key Sandals.,neutral
"11,748",3,"Not bad, but not great either. J.Crew Gingham SlipOns is average.",neutral
"11,749",4,Adidas Swift Run Primeknit Sneakers is a great purchase. I'm really satisfied.,positive
"11,750",5,Leather Harness Ankle Boots is a great purchase. I'm really satisfied.,positive
"11,751",1,Avoid Lululemon Seamless Sneaker Socks at all costs. It's a waste of money.,negative
"11,752",1,Versace Barocco Print Ballet Flats is terrible. I regret buying it.,negative
"11,753",3,I have mixed feelings about Balenciaga BB Logo Leather Flats.,neutral
"11,754",3,"Not bad, but not great either. Old Navy SlipOn Sneakers is average.",neutral
"11,755",3,I'm so disappointed with Sock Boot Sneakers. It's not worth it.,negative
"11,756",3,Avoid H&M Pointed Toe Pumps at all costs. It's a waste of money.,negative
"11,757",3,Under Armour Slides Sandals is terrible. I regret buying it.,negative
"11,758",1,Uniqlo Canvas SlipOns is terrible. I regret buying it.,negative
"11,759",3,"Not bad, but not great either. American Eagle Outfitters SlipOn Sneakers is average.",neutral
"11,760",2,I'm so disappointed with Gap Striped SlipOn Sneakers. It's not worth it.,negative
"11,761",3,I have mixed feelings about Patagonia Climbing Shoes.,neutral
"11,762",5,I couldn't be happier with Zara Embossed Leather Pumps.,positive
"11,763",4,I couldn't be happier with Banana Republic Heeled Mules.,positive
"11,764",3,"Not bad, but not great either. Nike SB Dunk Low Skate Shoes is average.",neutral
"11,765",3,"Not bad, but not great either. Timberland RollTop Boots is average.",neutral
"11,766",3,I have mixed feelings about Reebok Classic Leather Sneakers.,neutral
"11,767",2,I'm so disappointed with Topshop Logo SlipOns. It's not worth it.,negative
"11,768",3,Suede Fringe Booties is okay. It does the job.,neutral
"11,769",3,Lululemon Breathable Workout Sneakers is okay. It does the job.,neutral
"11,770",3,I have mixed feelings about Vans Old Skool Skate Shoes.,neutral
"11,771",3,I have mixed feelings about Steve Madden Logo HighTops.,neutral
"11,772",3,Converse Chuck Taylor All Star HighTops is okay. It does the job.,neutral
"11,773",3,I'm so disappointed with Reebok Workout Plus Shoes. It's not worth it.,negative
"11,774",3,"Not bad, but not great either. Vans HiTop Skate Boots is average.",neutral
"11,775",3,Fila Striped Slide Sandals is okay. It does the job.,neutral
"11,776",1,I had a bad experience with The North Face Snow Sneakers. Don't buy it.,negative
"11,777",3,New Balance Walking Shoes is okay. It does the job.,neutral
"11,778",2,Avoid Fendi Striped Slingback Sandals at all costs. It's a waste of money.,negative
"11,779",3,Fila Striped Slide Sandals is terrible. I regret buying it.,negative
"11,780",5,I absolutely love Tommy Hilfiger Canvas SlipOns! It's fantastic.,positive
"11,781",3,Uniqlo Slipper Mules is okay. It does the job.,neutral
